Unnamed: 0,person,text,type,book,ms,city,shelfmark,folia,date
291,Alcuin,Tractatus in Epistola ad Hebraeos,Tract,Hebrews,"Paris, Bibliothèque de l’Arsenal 471 (618 T.L.), f. 6-7, saec. xii.",Paris, Bibliothèque de l’Arsenal 471 (618 T.L.),6-7,xii
292,Alcuin,Tractatus in Epistola ad Hebraeos,Tract,Hebrews,"Paris, Bibliothèque nationale de France lat. 1763, f. 95v-106, saec. xii-xiii.",Paris, Bibliothèque nationale de France lat. 1763,95v-106,xii-xiii
293,Alcuin,Tractatus in Epistola ad Hebraeos,Tract,Hebrews,"Paris, Bibliothèque nationale de France lat. 2393, f. 58-803, saec. xi. Hebr. 1,1-10,39. (S): Stegmüller 1974. Attributed to Claudius of Turin.",Paris, Bibliothèque nationale de France lat. 2393,58-803,xi
294,Alcuin,Tractatus in Epistola ad Hebraeos,Tract,Hebrews,"Paris, Bibliothèque nationale de France lat. 3788, f. 181-183, saec. xii.",Paris, Bibliothèque nationale de France lat. 3788,181-183,xii
295,Alcuin,Tractatus in Epistola ad Hebraeos,Tract,Hebrews,"Rouen, Bibliothèque municipale 1390 (U 36), f. 65v-68, saec. xi/xii.",Rouen, Bibliothèque municipale 1390 (U 36),65v-68,xi/xii
296,Alcuin,Tractatus in Epistola ad Hebraeos,Tract,Hebrews,"St. Gallen, Stiftsbibliothek 100, saec. ix. (S)",St. Gallen, Stiftsbibliothek 100,,ix
297,Alcuin,Tractatus in Epistola ad Hebraeos,Tract,Hebrews,"Vendôme, Bibliothèque municipale 129, f. 126-153, saec. xi.",Vendôme, Bibliothèque municipale 129,126-153,xi
298,Alcuin,Tractatus in Epistola ad Hebraeos,Tract,Hebrews,"Vienna, Ősterreichisches Nationalbiblioithek 1247, f. 136-153v, saec. xi.",Vienna, Ősterreichisches Nationalbiblioithek 1247,136-153v,xi
299,Alcuin,Commentum in Apocalysin,Commentary,Apocalypse,"Vatican, Biblioteca Apostolica lat. 651, f. 1-31r, saec. ix-x (Wilmart: France, early 10th century). O: Italy; P: St. Vivant. (S) *",Vatican, Biblioteca Apostolica lat. 651,1-31r,ix-x
300,Pseudo-Alcuin,De septem sigillis,General,Apocalypse,"Cologne, Hist/Arch. W 144, f. 154v-155, saec. xi. Vers. B.",Cologne, Hist/Arch. W 144,154v-155,xi
301,Pseudo-Alcuin,De septem sigillis,General,Apocalypse,"Cologne, Stadtarchiv GB 4o 41, f. 36v-37v. 1437-1440.",Cologne, Stadtarchiv GB 4o 41,36v-37v,unknown
302,Pseudo-Alcuin,De septem sigillis,General,Apocalypse,"Einsiedeln, Stiftsbibliothek 72, f. 54-55, saec. xii. Version B.",Einsiedeln, Stiftsbibliothek 72,54-55,xii
303,Pseudo-Alcuin,De septem sigillis,General,Apocalypse,"The Hague, Museum Meermanno-Westreenianum 10 B 19, f. 187rv, saec. xv.",The Hague, Museum Meermanno-Westreenianum 10 B 19,187rv,xv
304,Pseudo-Alcuin,De septem sigillis,General,Apocalypse,"Karlsruhe, Landesbibliothek Aug. 111, f. 18v-19r. early saec. ix, Reichenau. Cf. E. Steinmeyer and E. Sievers, Die althochdeutschen Glossen IV (Berlin 1898) 401-402. Vers. A",Karlsruhe, Landesbibliothek Aug. 111,18v-19r,"ix, reichenau"
305,Pseudo-Alcuin,De septem sigillis,General,Apocalypse,"London, British Library Add. 10948, f. 33-40, saec. xv.",London, British Library Add. 10948,33-40,xv
306,Pseudo-Alcuin,De septem sigillis,General,Apocalypse,"Munich, Bayerische Staatsbibliothek Clm 6407, f. 108v-109v. c. 800. O:Verona; P: Freising. Vers B",Munich, Bayerische Staatsbibliothek Clm 6407,108v-109v,unknown
307,Pseudo-Alcuin,De septem sigillis,General,Apocalypse,"Munich, Bayerische Staatsbibliothek Clm 14423, f. 8r, saec. ix. St. Emmeram, Regensburg. MS attributes to St. Augustine. Vers. A",Munich, Bayerische Staatsbibliothek Clm 14423,8r,ix
308,Pseudo-Alcuin,De septem sigillis,General,Apocalypse,"Vatican, Biblioteca Apostolica, lat. 5096, f. 3v, saec. xi. Italy. Vers. B*",Vatican, Biblioteca Apostolica,3v,xi
309,Pseudo-Alcuin,De Psalmorum usu,General,Psalms,"Klosterneuberg, Can. Reg. 20, saec. xii. 178 ff.",Klosterneuberg, Can. Reg. 20,,xii
310,Pseudo-Alcuin,De Psalmorum usu,General,Psalms,"Koblenz, Landeshauptarchiv  Best. 701 Nr. 190, f. 125v-126v, saec. xiv ex. Fragment.",Koblenz, Landeshauptarchiv  Best. 701 Nr. 190,125v-126v,xiv ex
311,Pseudo-Alcuin,De Psalmorum usu,General,Psalms,"Uppsala, Universitätsbibliothek, C 59, f. 146rb-.",Uppsala, Universitätsbibliothek,146rb-,unknown
312,Pseudo-Alcuin,De Psalmorum usu,General,Psalms,"Vatican, Biblioteca Apostolica, Reg. Lat. 140, f. 106v-108v, saec. ix. Probably not by Alcuin, cf. Wilmart, André, ""Le Manuel de prières de Saint Jean Gualbert,"" Revue Bénédictine 48 (1936), pp. 259-299.",Vatican, Biblioteca Apostolica,259-299,ix
313,Pseudo-Alcuin,Commentum in Mattheum (1),Commentary,Matthew,"Cologne, Dombibliothek 57, f. 57r-64v, saec. ix.",Cologne, Dombibliothek 57,57r-64v,ix
314,Pseudo-Alcuin,Commentum in Mattheum (1),Commentary,Matthew,"Dresden, Sachsisches Landesbibliothek R 52, saec. viii-ix. Fragment.]",Dresden, Sachsisches Landesbibliothek R 52,,viii-ix
315,Pseudo-Alcuin,Commentum in Mattheum (1),Commentary,Matthew,"Orléans, Bibliothèque municipale 65 (62), f. 1-269, saec. x; Fleury. (S) *",Orléans, Bibliothèque municipale 65 (62),1-269,x
316,Pseudo-Alcuin,Commentum in Mattheum (1),Commentary,Matthew,"Oslo, Schøyen collection 110. c. 850; N. France. Described as outer bifolium of Tokyo, MS 110. Acquired 1989 from Bruce Ferrini.",Oslo, Schøyen collection 110. c. 850; N. France. Described as outer bifolium of Tokyo,,unknown
317,Pseudo-Alcuin,Commentum in Mattheum (1),Commentary,Matthew,"Paris, Bibliothèque nationale de France lat. 2384, f. 1-54; 61-62, saec. ix-x; St. Denis. (S) *",Paris, Bibliothèque nationale de France lat. 2384,1-54; 61-62,ix-x
318,Pseudo-Alcuin,Commentum in Mattheum (1),Commentary,Matthew,"Paris, Bibliothèque nationale de France lat. 8919, f. 4-5, saec. x-xi. Fragment, as part of a Homiliarum..",Paris, Bibliothèque nationale de France lat. 8919,4-5,x-xi
319,Pseudo-Alcuin,Commentum in Mattheum (1),Commentary,Matthew,"Paris, Bibliothèque nationale de France lat. 12282, f. A-D, saec. viii-ix. Fragment.",Paris, Bibliothèque nationale de France lat. 12282,A-D,viii-ix
320,Pseudo-Alcuin,Commentum in Mattheum (1),Commentary,Matthew,"Tokyo, International Christian University, Palaeography collection 1, f. 1-11v. c. 850.",Tokyo, International Christian University,1-11v,unknown
321,Pseudo-Alcuin,Commentum in Mattheum (1),Commentary,Matthew,"Turin, Biblioteca Nazionale e Universitaria F I 2 no 4, saec. ix?]",Turin, Biblioteca Nazionale e Universitaria F I 2 no 4,,ix?]
322,Pseudo-Alcuin,Commentum in Mattheum (2),Commentary,Matthew,"Munich, Bayerische Staatsbibliothek clm 14311, f. 9-148, saec. ix2; St. Emmeran. (S)",Munich, Bayerische Staatsbibliothek clm 14311,9-148,ix2
323,Ambrosius,Expositio in Apocalypsin,Exposition,Apocalypse,"Angers, Bibliothèque municipale 75, f. 1-95, saec. xi. St. Serge. L. I-V. (S)",Angers, Bibliothèque municipale 75,1-95,xi
324,Ambrosius,Expositio in Apocalypsin,Exposition,Apocalypse,"Avignon, Bibliothèque municipale 87, saec. xii. Books I-X.",Avignon, Bibliothèque municipale 87,,xii
325,Ambrosius,Expositio in Apocalypsin,Exposition,Apocalypse,"Bamberg, Staatsbibliothek, Bibl. 141 (B. III 36), f. 1-187, saec. xi. Michelsberg. L.VI-X. (S)",Bamberg, Staatsbibliothek,1-187,xi
326,Ambrosius,Expositio in Apocalypsin,Exposition,Apocalypse,"Benevento, Biblioteca Capitolare ms. III.9, saec. viii-ix.",Benevento, Biblioteca Capitolare ms. III.9,,viii-ix
327,Ambrosius,Expositio in Apocalypsin,Exposition,Apocalypse,"Berlin, Staatsbibliothek - Preussischer Kulturbesitz Lat. fol. 738, saec. x. Trier, St. Maximin. Books VI-X.",Berlin, Staatsbibliothek - Preussischer Kulturbesitz Lat. fol. 738,,x
328,Ambrosius,Expositio in Apocalypsin,Exposition,Apocalypse,"Berlin, Staatsbibliothek - Preussischer Kulturbesitz Lat. fol. 742, saec. xiii. Trier, St. Maximin. Books VI-X.",Berlin, Staatsbibliothek - Preussischer Kulturbesitz Lat. fol. 742,,xiii
329,Ambrosius,Expositio in Apocalypsin,Exposition,Apocalypse,"Bordeaux, Bibliothèque municipale 988, saec. xiii. Books I-X.",Bordeaux, Bibliothèque municipale 988,,xiii
330,Ambrosius,Expositio in Apocalypsin,Exposition,Apocalypse,"Brussels, Bibliothèque. Royal 1518 [9668], saec. xii. Liège, St. Laurent. (S)",Brussels, Bibliothèque. Royal 1518 [9668],,xii
331,Ambrosius,Expositio in Apocalypsin,Exposition,Apocalypse,"Chartres, Bibliothèque municipale 25, saec. x-xi. St. Père. Books VI-X.]",Chartres, Bibliothèque municipale 25,,x-xi
332,Ambrosius,Expositio in Apocalypsin,Exposition,Apocalypse,"Chartres, Bibliothèque municipale 158, saec. xii. St. Père. Books I-V.]",Chartres, Bibliothèque municipale 158,,xii
333,Ambrosius,Expositio in Apocalypsin,Exposition,Apocalypse,"Cues, Spital 52, saec. xii. Liège, S. Jacques. Books VI-X.",Cues, Spital 52,,xii
334,Ambrosius,Expositio in Apocalypsin,Exposition,Apocalypse,"Ivrea, Biblioteca capitolare 53 (CIII), saec. xi.",Ivrea, Biblioteca capitolare 53 (CIII),,xi
335,Ambrosius,Expositio in Apocalypsin,Exposition,Apocalypse,"Orléans, Bibliothèque municipale 92, saec. x. Books VI-X.",Orléans, Bibliothèque municipale 92,,x
336,Ambrosius,Expositio in Apocalypsin,Exposition,Apocalypse,"Oxford Bodleian, Laud Misc. 464 (767), saec. viii-ix. O: Central Italy. P: St. Denis. CLA II, 253.",Oxford Bodleian, Laud Misc. 464 (767),,viii-ix
337,Ambrosius,Expositio in Apocalypsin,Exposition,Apocalypse,"Padua, Biblioteca Antoniana 118, saec. x, Verona. Books I-X.",Padua, Biblioteca Antoniana 118,,x
338,Ambrosius,Expositio in Apocalypsin,Exposition,Apocalypse,"Paris, Bibliothèque nationale de France lat. 2382, saec. x. (S)",Paris, Bibliothèque nationale de France lat. 2382,,x
339,Ambrosius,Expositio in Apocalypsin,Exposition,Apocalypse,"Paris, Bibliothèque nationale de France lat. 2383, saec. xiii. (S)",Paris, Bibliothèque nationale de France lat. 2383,,xiii
340,Ambrosius,Expositio in Apocalypsin,Exposition,Apocalypse,"Paris, Bibliothèque nationale de France lat. 11577-11578, saec. xii. L.I-X. (S)",Paris, Bibliothèque nationale de France lat. 11577-11578,,xii
341,Ambrosius,Expositio in Apocalypsin,Exposition,Apocalypse,"Paris, Bibliothèque nationale de France lat. 12287-12288, saec. xi inc./ix2 Corbie. Books I-X (S)",Paris, Bibliothèque nationale de France lat. 12287-12288,,xi inc
342,Ambrosius,Expositio in Apocalypsin,Exposition,Apocalypse,"Reims, Bibliothèque municipale 609, saec. xiii. Books VI-X.",Reims, Bibliothèque municipale 609,,xiii
343,Ambrosius,Expositio in Apocalypsin,Exposition,Apocalypse,"Saint Omer, Bibliothèque municipale 21, saec. xiv. Clairmarais. Books VI-X.",Saint Omer, Bibliothèque municipale 21,,xiv
344,Ambrosius,Expositio in Apocalypsin,Exposition,Apocalypse,"Saint Omer, Bibliothèque municipale 92, saec. x; St. Bertin. Books VI-X.",Saint Omer, Bibliothèque municipale 92,,x
345,Ambrosius,Expositio in Apocalypsin,Exposition,Apocalypse,"Sankt Gallen, Stiftsbibliothek 244-245, saec. xi inc. Books I-X.",Sankt Gallen, Stiftsbibliothek 244-245,,xi inc
346,Ambrosius,Expositio in Apocalypsin,Exposition,Apocalypse,"Schaffhausen, Ministerialbibliothek 81, saec. xii. Allerheiligen. Books I-VI.",Schaffhausen, Ministerialbibliothek 81,,xii
347,Ambrosius,Expositio in Apocalypsin,Exposition,Apocalypse,"Tours, Bibliothèque municipale 107, f. 1-116, saec. xi. L. V-X. (S)",Tours, Bibliothèque municipale 107,1-116,xi
348,Ambrosius,Expositio in Apocalypsin,Exposition,Apocalypse,"Troyes, Bibliothèque municipale 260, saec. xii. Clairvaux. Books I-V.",Troyes, Bibliothèque municipale 260,,xii
349,Ambrosius,Expositio in Apocalypsin,Exposition,Apocalypse,"Troyes, Bibliothèque municipale 570, saec. xii. Books VI-X. Clairvaux.",Troyes, Bibliothèque municipale 570,,xii
350,Ambrosius,Expositio in Apocalypsin,Exposition,Apocalypse,"Valencia, Catedral 64, saec. xiv. Books I-X. (S)",Valencia, Catedral 64,,xiv
351,Ambrosius,Expositio in Apocalypsin,Exposition,Apocalypse,"Vatican, Biblioteca Apostolica lat. 654, f. 1-225, saec. xi. L. I-X. (S)",Vatican, Biblioteca Apostolica lat. 654,1-225,xi
352,Ambrosius,Expositio in Apocalypsin,Exposition,Apocalypse,"Vatican, Biblioteca Apostolica Reg. lat. 96. 850. St. Denis. Books VI-X.",Vatican, Biblioteca Apostolica Reg. lat. 96. 850. St. Denis. Books VI-X.,,unknown
353,Ambrosius,Expositio in Apocalypsin,Exposition,Apocalypse,"Vitry-le-François, 4, saec. xii; Trois Fontaines. Books I-V.]",Vitry-le-François, 4,,xii
354,Ambrosius,Expositio in Apocalypsin,Exposition,Apocalypse,"London, British Library 10955, saec. xii. Huysburg, Sax. Books I-V.",London, British Library 10955,,xii
355,Ambrosius,Expositio in Apocalypsin,Exposition,Apocalypse,"Naples, Biblioteca Nazionale. A 43, saec. xii.",Naples, Biblioteca Nazionale. A 43,,xii
356,Ambrosius,Expositio in Apocalypsin,Exposition,Apocalypse,"Rein, Cistercienser 64, f. 179-180, saec. xii. Prol.",Rein, Cistercienser 64,179-180,xii
357,Ambrosius,Expositio in Apocalypsin,Exposition,Apocalypse,"Vatican, Biblioteca Apostolica, lat. 1306.",Vatican, Biblioteca Apostolica,,unknown
358,Ambrosius,Homelia de Transfiguratione Domini,Homily,Jesus,"Albi, Bibliothèque municipale 47, f. 118-123v.",Albi, Bibliothèque municipale 47,118-123v,unknown
359,Ambrosius,Homelia de Transfiguratione Domini,Homily,Jesus,"Naples, Biblioteca. Nazionale VI B 2, f. 76-86, saec. xi.",Naples, Biblioteca. Nazionale VI B 2,76-86,xi
360,Ambrosius,Homelia de Transfiguratione Domini,Homily,Jesus,"Paris, Bibliothèque nationale de France lat. 11700, f. 60-64v.",Paris, Bibliothèque nationale de France lat. 11700,60-64v,unknown
361,Ambrosius,Homelia de Transfiguratione Domini,Homily,Jesus,"Paris, Bibliothèque nationale de France lat. 13396, f. 94-108v, saec. viii-ix.",Paris, Bibliothèque nationale de France lat. 13396,94-108v,viii-ix
362,Ambrosius,Homelia de Transfiguratione Domini,Homily,Jesus,"Vatican, Biblioteca Apostolica lat. 1271, f. 184v-189v.",Vatican, Biblioteca Apostolica lat. 1271,184v-189v,unknown
363,Angelomus,Enarrationes in librum Geneseos,Enarration,Genesis,"New York, Morgan Library 744, saec. xii. Citeaux. (C,S)",New York, Morgan Library 744,,xii
364,Angelomus,Enarrationes in librum Geneseos,Enarration,Genesis,"Salzburg, St. Peter A.viii 12, saec. ixmed. O: St.Amand.  (C,S)",Salzburg, St. Peter A.viii 12,,ixmed
365,Angelomus,Enarrationes in librum Geneseos,Enarration,Genesis,"Troyes, Bibliothèque municipale 1069, f. 1-142, saec. ix3/4. Bouhier. (C,S) *",Troyes, Bibliothèque municipale 1069,1-142,ix3/4
366,Angelomus,Enarrationes in librum Geneseos,Enarration,Genesis,"Vienna, Österreichische Nationalbibliothek 713. 56 ff, saec. xii. (C,S)",Vienna, Österreichische Nationalbibliothek 713. 56 ff,,xii
367,Angelomus,Enarrationes in librum Geneseos,Enarration,Genesis,"Zwettl, Stiftsbibliothek 89, f. 102-146, saec. xiii. (C,S)",Zwettl, Stiftsbibliothek 89,102-146,xiii
368,Angelomus,Enarrationes in quatuor librum Regum,Enarration,Kings,"Angers, Bibliothèque municipale 41 (35), saec. xii inc. 127 ff. (C,S)",Angers, Bibliothèque municipale 41 (35),"(C,S)",xii inc
369,Angelomus,Enarrationes in quatuor librum Regum,Enarration,Kings,"Angers, Bibliothèque municipale 42 (36), saec. xii. 82 ff. Saint-Serge. (C,S)",Angers, Bibliothèque municipale 42 (36),Saint-Serge,xii
370,Angelomus,Enarrationes in quatuor librum Regum,Enarration,Kings,"Avranches, Bibliothèque municipale 9. 155 ff, saec. xi-xii. Mont-Saint-Michel. (C,S)",Avranches, Bibliothèque municipale 9. 155 ff,,xi-xii
371,Angelomus,Enarrationes in quatuor librum Regum,Enarration,Kings,"Berlin, Staatsbibliothek zu Berlin Theol fol 278 (Rose 349), f. 2-224, saec. xii; P: S. Maria di Laach.",Berlin, Staatsbibliothek zu Berlin Theol fol 278 (Rose 349),2-224,xii
372,Angelomus,Enarrationes in quatuor librum Regum,Enarration,Kings,"Brussels, Bibliothèque royale II.1022 (V. d. G. 225), f. 2-124v, saec. xii. Tournai, St. Martin; Phillipps. (C,S)",Brussels, Bibliothèque royale II.1022 (V. d. G. 225),2-124v,xii
373,Angelomus,Enarrationes in quatuor librum Regum,Enarration,Kings,"Cambrai, Bibliothèque municipale 466 (437), saec. xii (before 1167); Saint-André du Cateau-Cambrésis, O.S.B. (C,S)",Cambrai, Bibliothèque municipale 466 (437),,xii
374,Angelomus,Enarrationes in quatuor librum Regum,Enarration,Kings,"Cambridge, Trinity College 92 (B.3.13 (196)).1130-1160; O-P: Canterbury, Christ Church. (C,S)",Cambridge, Trinity College 92 (B.3.13 (196)).1130-1160; O-P: Canterbury,,unknown
375,Angelomus,Enarrationes in quatuor librum Regum,Enarration,Kings,"Cologne, Hist. Archiv, GB fo 82, f. 1r-113r. 1460. (C)",Cologne, Hist. Archiv,1r-113r,unknown
376,Angelomus,Enarrationes in quatuor librum Regum,Enarration,Kings,"Douai, Bibliothèque municipale 351, f. 1-128, saec. xii. Anchin. (C,S)",Douai, Bibliothèque municipale 351,1-128,xii
377,Angelomus,Enarrationes in quatuor librum Regum,Enarration,Kings,"Gent, Bibliotheek der Rijksuniversiteit 240 (144), saec. x; Trier, St. Maximin, 196. 118 ff. Attributed to Bede in MS.",Gent, Bibliotheek der Rijksuniversiteit 240 (144),Attributed to Bede in MS,x
378,Angelomus,Enarrationes in quatuor librum Regum,Enarration,Kings,"Leiden, Bibliothek der Rijksuniversiteit BPL 16, f. 2-125, saec. x. (C)",Leiden, Bibliothek der Rijksuniversiteit BPL 16,2-125,x
379,Angelomus,Enarrationes in quatuor librum Regum,Enarration,Kings,"Leipzig, Universitätsbibliothek 360 (F.p. 101), f. 1-112, saec. xii; P: Mariazell. (C,S)",Leipzig, Universitätsbibliothek 360 (F.p. 101),"101),",xii
380,Angelomus,Enarrationes in quatuor librum Regum,Enarration,Kings,"London, British Library Royal 2.F.ix, saec. xvi. 132 ff. (C,S)",London, British Library Royal 2.F.ix,"(C,S)",xvi
381,Angelomus,Enarrationes in quatuor librum Regum,Enarration,Kings,"Mons, Bibliothèque publique de la ville 40 (353), f. 1-87, saec. xiii. (C,S)",Mons, Bibliothèque publique de la ville 40 (353),1-87,xiii
382,Angelomus,Enarrationes in quatuor librum Regum,Enarration,Kings,"Munich, Bayerische Staatsbibliothek clm 28344, f. 20-47v, saec. xiii. (C)  Possibly incorrect: catalog refers this section to Bede’s De templo.",Munich, Bayerische Staatsbibliothek clm 28344,20-47v,xiii
383,Angelomus,Enarrationes in quatuor librum Regum,Enarration,Kings,"Paris, Bibliothèque nationale de France lat. 2446 (Bigot 12, Regius 40702), f. 1-177, saec. xii. (C,S)",Paris, Bibliothèque nationale de France lat. 2446 (Bigot 12,1-177,xii
384,Angelomus,Enarrationes in quatuor librum Regum,Enarration,Kings,"Paris, Bibliothèque nationale de France lat. 8871, saec. xii. (C,S)",Paris, Bibliothèque nationale de France lat. 8871,,xii
385,Angelomus,Enarrationes in quatuor librum Regum,Enarration,Kings,"Paris, Bibliothèque nationale de France lat. 11998, saec. xii. Corbie; St. Germain-des-Prés. (C,S)",Paris, Bibliothèque nationale de France lat. 11998,,xii
386,Angelomus,Enarrationes in quatuor librum Regum,Enarration,Kings,"Reims, Bibliothèque municipale 131, saec. xii. St. Thierry. (C,S)",Reims, Bibliothèque municipale 131,,xii
387,Angelomus,Enarrationes in quatuor librum Regum,Enarration,Kings,"Rome, Biblioteca Casanatense 1380 (A.1.5), f. 1-139r, saec. xii3/4 . O: La Charité. Followed by a collection of excerpts from Hrabanus and Augustine on Kings (f. 139v-152r). (C,S)",Rome, Biblioteca Casanatense 1380 (A.1.5),1-139r,xii3/4
388,Angelomus,Enarrationes in quatuor librum Regum,Enarration,Kings,"Rouen, Bibliothèque municipale 1174 (Y,13), f. 1-106. 1113-1143. St. Evroult d'Ouche. (C)*",Rouen, Bibliothèque municipale 1174 (Y,1-106,unknown
389,Angelomus,Enarrationes in quatuor librum Regum,Enarration,Kings,"Troyes, Bibliotheèque municipale 470 bis, saec. xii. Clairvaux. (C,S)",Troyes, Bibliotheèque municipale 470 bis,,xii
390,Angelomus,Enarrationes in quatuor librum Regum,Enarration,Kings,"Valenciennes, Bibliothèque municipale 30 (24), saec. xii. St. Amand. (C,S)",Valenciennes, Bibliothèque municipale 30 (24),,xii
391,Angelomus,Enarrationes in quatuor librum Regum,Enarration,Kings,"Zwettl, Stiftsbibliothek 89, f. 147r-194r, saec. xii. Actually a copy of the commentary on Kings by Claudius of Turin.",Zwettl, Stiftsbibliothek 89,147r-194r,xii
392,Angelomus,Enarratio in Cantica Canticorum,Enarration,Song of Songs,"Alençon, Bibliothèque municipale 16, f. 71-76r, saec. xii. Actually  the commentary of Gregory the Great on the Song of Songs. (C) *",Alençon, Bibliothèque municipale 16,71-76r,xii
393,Angelomus,Enarratio in Cantica Canticorum,Enarration,Song of Songs,"Cologne, Historisches Archiv der Stadt Köln W* 420, f. 1-5v. ca. 1500.",Cologne, Historisches Archiv der Stadt Köln W* 420,1-5v,unknown
394,Angelomus,Enarratio in Cantica Canticorum,Enarration,Song of Songs,"Leiden, Univ. BPL 130, f. 1-12, 101-209, saec. xi. (C,S)",Leiden, Univ. BPL 130,"1-12, 101-209",xi
395,Angelomus,Enarratio in Cantica Canticorum,Enarration,Song of Songs,"Lilienfeld, Stiftsbibliothek 160, f. 133-143, saec. xii. (C,S)",Lilienfeld, Stiftsbibliothek 160,133-143,xii
396,Angelomus,Enarratio in Cantica Canticorum,Enarration,Song of Songs,"London, British Library Add. 24069, saec. xii. (C,S)",London, British Library Add. 24069,,xii
397,Angelomus,Enarratio in Cantica Canticorum,Enarration,Song of Songs,"Munich, Bayerische Staatsbibliothek clm 18207, saec. xi; Tegernsee. (C,S)",Munich, Bayerische Staatsbibliothek clm 18207,,xi
398,Angelomus,Enarratio in Cantica Canticorum,Enarration,Song of Songs,"Reims, Bibliothèque municipale 118, f. 90v-102v, saec. ix mid. Incomplete, book 1 only.*",Reims, Bibliothèque municipale 118,90v-102v,ix mid
399,Angelomus,Enarratio in Cantica Canticorum,Enarration,Song of Songs,"Sankt Gallen, Stiftsbibliothek 1398a, III, p. 19-29, saec. ix. Cant. 6,10-7,13. (S)",Sankt Gallen, Stiftsbibliothek 1398a,19-29,ix
400,Angelomus,Enarratio in Cantica Canticorum,Enarration,Song of Songs,"Troyes, Bibliothèque municipale 595, saec. xii. Bouhier. (C,S)",Troyes, Bibliothèque municipale 595,,xii
401,Angelomus,Enarratio in Cantica Canticorum,Enarration,Song of Songs,"Troyes, Bibliothèque municipale 895, f. 135-193, saec. xii. Clairvaux. (C,S)",Troyes, Bibliothèque municipale 895,135-193,xii
402,Angelomus,Enarratio in Cantica Canticorum,Enarration,Song of Songs,"Zürich, Zentralbibliothek Rh 45, p. 1-183, saec. xi2/3; O: Sankt Gallen (Hoffmann).",Zürich, Zentralbibliothek Rh 45,1-183,xi2/3
403,Auxilius,Quaestiones in Genesim,Questions,Genesis,"Einsiedeln, Stiftsbibliothek 136, p. 3-111, saec. x.",Einsiedeln, Stiftsbibliothek 136,3-111,x
404,Auxilius,Quaestiones in Genesim,Questions,Genesis,"Monte Cassino, Archivio della Badia 29, p. 1-53, saec. x-xi near Rome (?).",Monte Cassino, Archivio della Badia 29,1-53,x-xi near rome
405,Auxilius,Quaestiones in Genesim,Questions,Genesis,"Oxford, Bodleian Laud Misc. 383, f. 1-59, saec. xi3/3; O: Sankt Gall (Hoffmann)",Oxford, Bodleian Laud Misc. 383,1-59,xi3/3
406,Auxilius,Quaestiones in Genesim,Questions,Genesis,"Troyes, Bibliothèque municipale 1433, f. 9-34v, saec. xii.",Troyes, Bibliothèque municipale 1433,9-34v,xii
407,Auxilius,Quaestiones in Genesim,Questions,Genesis,"Vatican, Biblioteca Apostolica Urb. lat. 100, f. 190v-191, saec. xv. Fragment.",Vatican, Biblioteca Apostolica Urb. lat. 100,190v-191,xv
408,Beatus,Explanatio in Apocalypsis S Johannis,Explanation,Apocalypse,"Barcelona, Archivo de la Corona de Aragón, cod. Frag. 209, siglo CII.",Barcelona, Archivo de la Corona de Aragón,,unknown
409,Beatus,Explanatio in Apocalypsis S Johannis,Explanation,Apocalypse,"Berlin, Staatsbibliothek  – Preussischer Kulturbesitz Theol. Lat. 561. 98 ff, saec. xii ex. Redactio II. (S)",Berlin, Staatsbibliothek  – Preussischer Kulturbesitz Theol. Lat. 561. 98 ff,,xii ex
410,Beatus,Explanatio in Apocalypsis S Johannis,Explanation,Apocalypse,"Burgo di Osma, Cathedral 1, 169 ff. 1086. Redactio II. (S)",Burgo di Osma, Cathedral 1,1086,unknown
411,Beatus,Explanatio in Apocalypsis S Johannis,Explanation,Apocalypse,"Escorial, Cod. I.7. 150 ff, saec. xvi in. (S)",Escorial, Cod. I.7. 150 ff,,xvi in
412,Beatus,Explanatio in Apocalypsis S Johannis,Explanation,Apocalypse,"Escorial, II.5. 151 ff, saec. x-xi. (S)",Escorial, II.5. 151 ff,,x-xi
413,Beatus,Explanatio in Apocalypsis S Johannis,Explanation,Apocalypse,"Geneva, Bibliothèque publique et universitaire. 357, saec. xi. On deposition from the Institut Florimont (Congrégation des Missionaires de Saint-François de Sales. http://www.ville-ge.ch/bge/institution/zoom-beatus-de-liebana.htm",Geneva, Bibliothèque publique et universitaire. 357,,xi
414,Beatus,Explanatio in Apocalypsis S Johannis,Explanation,Apocalypse,"Gerona, Museo Diocesano 1, saec. xii-xiii.",Gerona, Museo Diocesano 1,,xii-xiii
415,Beatus,Explanatio in Apocalypsis S Johannis,Explanation,Apocalypse,"Gerona, Museo Diocesano 7. 276 ff. 975. Facsimile, 1962. (S)",Gerona, Museo Diocesano 7. 276 ff. 975. Facsimile,975,unknown
416,Beatus,Explanatio in Apocalypsis S Johannis,Explanation,Apocalypse,"Leon, Archivio Historico Diocesana. S. Pedro de Duena doc. 1, saec. x. Fragment.",Leon, Archivio Historico Diocesana. S. Pedro de Duena doc. 1,,x
417,Beatus,Explanatio in Apocalypsis S Johannis,Explanation,Apocalypse,"Lisbon, Arquivo Nacional de Torre do Tombo 1189, saec. xii.",Lisbon, Arquivo Nacional de Torre do Tombo 1189,,xii
